"",Unnamed: 0,id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text,hashtags,hashtag_count,uppercase_count,uppercase_pct,exclamation_mark_count,question_mark_count,url_count,mention_count,emojie_count,followers_count,engagement_score,sentiment_score,sentiment_category,avg_replies_sentiment,avg_quotes_sentiment,avg_conversation_sentiment,var_replies_sentiment,var_quotes_sentiment,var_conversation_sentiment,pct_similar_sentiment_replies,pct_similar_sentiment_quotes,clean_text,var_replies_semantic,var_quotes_semantic,var_conversation_semantic,GS_controversiality_score,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,Culture,politic,health,illness,wellness,mental,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
85,85.0,1.55703e+18,22974854.0,1.55703e+18,2022-08-09T16:03:51.000Z,en,7,0,11,0,everyone,"""Many have likened crypto to a Ponzi scheme, but at least Charles Ponzi did not substantially contribute to climate change or facilitate the exchange of child pornography. He also went to prison.""https://t.co/Mdu58nZNH1",[],0,0,5,0,0,1,0,0,86546.0,0.000207979,-0.6652,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,many likened crypto ponzi scheme least charles ponzi substantially contribute climate change facilitate exchange child pornography he also went prison,0.0,0.0,0.0,3.0,,1,37,85.33,14.33,9.25,1,18.5,24.32,64.86,48.65,43.24,2.7,2.7,0,0,0,2.7,0,0,10.81,5.41,2.7,13.51,5.41,2.7,8.11,2.7,8.11,5.41,5.41,2.7,0,0,2.7,5.41,0,5.41,2.7,0,2.7,0,0,0,0,10.81,5.41,2.7,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62,8.11,2.7,0,0,0,10.81
86,86.0,1.55711e+18,1620010466.0,1.55711e+18,2022-08-09T20:46:11.000Z,en,3,0,0,0,everyone,"#ClimateChange is Truly Deadly Everywhere:#California Fire &amp; Floods Turn a River to SLUDGE,Killing Thousands of Fish #ClimateCrisis #Wildfires #ClimateEmergency #ClimateActionNOW #Progressive #IARTG #Climate #ClimateAction #TreeHuggers #Progressives #BTRTG https://t.co/z02ph5vJ2q","['ClimateChange' 'California' 'ClimateCrisis' 'Wildfires'
 'ClimateEmergency' 'ClimateActionNOW' 'Progressive' 'IARTG' 'Climate'
 'ClimateAction' 'TreeHuggers' 'Progressives' 'BTRTG']",13,3,18,0,0,1,0,0,98332.0,3.05e-05,0.128,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climatechange truly deadly everywherecalifornia fire amp floods turn river sludgekilling thousands fish climatecrisis wildfires climateemergency climateactionnow progressive iartg climate climateaction treehuggers progressives btrtg,0.0,0.0,0.0,3.0,,1,34,89.52,57.59,4.6,1,34,44.12,41.18,29.41,20.59,0,0,0,0,0,0,0,0,5.88,2.94,5.88,5.88,2.94,5.88,0,0,5.88,2.94,2.94,2.94,0,0,2.94,5.88,0,5.88,2.94,0,2.94,0,0,0,0,5.88,2.94,0,0,2.94,0,0,5.88,2.94,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,58.82,2.94,2.94,0,0,0,52.94
87,87.0,1.55701e+18,1279228962.0,1.55701e+18,2022-08-09T14:35:38.000Z,en,0,0,0,0,everyone,Gas-Fermenting Microbes to Resolve Global Warming? | Nature's Real Health https://t.co/vk3HLUSYCu,[],0,0,17,0,1,1,0,0,102.0,0.0,0.4939,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gasfermenting microbes resolve global warming natures real health,0.0,0.0,0.0,0.0,,1,14,96.35,40.06,24.32,1,7,42.86,57.14,35.71,7.14,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,21.43,0,0,0,0,0,7.14,0,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7.14,0,7.14,0,7.14,28.57
88,88.0,1.55707e+18,1.49519e+18,1.55707e+18,2022-08-09T18:05:08.000Z,en,0,1,0,0,everyone,Someone said the Great Barrier Reef wasn’t dying bc of climate change but bc it was being poisoned and I’m wondering if people thought that we thought climate change was happening naturally? Like obviously it’s bc the planet is being poisoned…,[],0,1,3,0,1,0,0,0,19.0,0.05,0.0644,Positive,-0.8271,0.0,-0.8271,0.0,0.0,0.0,0.0,0.0,someone said great barrier reef wasnt dying bc climate change bc poisoned im wondering people thought thought climate change happening naturally like obviously bc planet poisoned,0.0,0.0,0.0,2.0,,1,41,1.25,26.81,75.67,3.01,20.5,29.27,82.93,73.17,58.54,14.63,4.88,2.44,2.44,0,0,0,9.76,7.32,4.88,0,4.88,19.51,4.88,14.63,2.44,31.71,2.44,0,2.44,2.44,0,0,7.32,2.44,4.88,0,0,0,0,0,0,0,9.76,2.44,0,0,0,0,2.44,0,0,4.88,0,0,0,2.44,0,0,0,0,0,0,0,0,2.44,12.2,2.44,0,2.44,0,7.32,0
89,89.0,1.55699e+18,1.53323e+18,1.55699e+18,2022-08-09T13:16:25.000Z,en,0,0,0,0,everyone,Humans are causing global warming | National Academies https://t.co/Y0j1SrX9OI,[],0,0,11,0,0,1,0,0,29.0,0.0,0.1531,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,humans causing global warming national academies,0.0,0.0,0.0,1.0,,1,12,73.36,84.23,3.81,1,12,41.67,66.67,41.67,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,8.33,25,0,0,0,0,0,8.33,0,8.33,8.33,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,8.33,0,0,0,0,25
90,90.0,1.55712e+18,39635084.0,1.55712e+18,2022-08-09T21:52:53.000Z,en,0,0,0,0,everyone,NIJC:RT @jactioncenter: Happy #IndigenousPeoplesDay! This day was first celebrated in 1995 to honor Indigenous communities' right to self determination. Climate change disproportionately affects Indigenous peoples leading to forced migration. Immigrant r… https://t.co/GfXPP7vHOx,['IndigenousPeoplesDay'],1,1,8,1,0,1,1,0,4727.0,0.0,0.8908,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nijcrt happy indigenouspeoplesday this day first celebrated 1995 honor indigenous community right self determination climate change disproportionately affect indigenous people leading forced migration immigrant r,0.0,0.0,0.0,0.0,,1,37,95.19,91.56,3.49,93.12,9.25,40.54,75.68,37.84,18.92,2.7,0,0,0,0,0,0,2.7,5.41,0,8.11,10.81,2.7,0,0,0,5.41,5.41,5.41,18.92,8.11,10.81,5.41,10.81,8.11,2.7,8.11,5.41,2.7,0,0,0,0,18.92,8.11,0,0,0,2.7,2.7,13.51,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.43,10.81,0,0,2.7,2.7,16.22
91,91.0,1.55699e+18,145651547.0,1.55699e+18,2022-08-09T12:56:32.000Z,en,1,0,3,0,everyone,"Join us next week for 'ClimateIndex, ensuring you are compliance ready' webinar. To book your place, click here &gt;&gt;&gt; https://t.co/lYRt4CJCLt@Groundsure #climatechange #conveyancingprocess #webinar https://t.co/VJBLaRQj0J",['climatechange' 'conveyancingprocess' 'webinar'],3,0,9,0,0,2,1,0,1566.0,0.002552648,0.7003,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,join u next week climateindex ensuring compliance ready webinar to book place click gtgtgt climatechange conveyancingprocess webinar,0.0,0.0,0.0,0.0,,1,35,72.76,99,24.32,20.23,17.5,28.57,54.29,40,20,8.57,8.57,0,2.86,5.71,0,0,0,2.86,0,5.71,5.71,2.86,2.86,0,0,8.57,5.71,2.86,8.57,5.71,0,2.86,11.43,5.71,5.71,5.71,0,5.71,0,0,0,0,8.57,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8.57,5.71,0,0,5.71,40
92,92.0,1.55682e+18,25974703.0,1.55682e+18,2022-08-09T01:32:36.000Z,en,0,0,0,0,everyone,"On the plus side of climate change, the weather forecast continues to be way off, predicting downpours and thunderstorms at 90-100%.And I was rewarded by sweating my balls off, showing up for a great night by the bay for some beach volleyball. #GlobalWarming #JustShowUp",['GlobalWarming' 'JustShowUp'],2,1,4,0,0,0,0,0,6569.0,0.0,0.8074,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on plus side climate change weather forecast continues way predicting downpour thunderstorm 90100and i rewarded sweating ball showing great night bay beach volleyball globalwarming justshowup,0.0,0.0,0.0,0.0,,1,45,99,17.85,77.17,85.84,22.5,28.89,60,55.56,51.11,4.44,4.44,4.44,0,0,0,0,0,13.33,8.89,2.22,26.67,4.44,0,6.67,0,6.67,2.22,4.44,2.22,0,2.22,0,4.44,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,20,4.44,6.67,0,0,0,8.89
93,93.0,1.55705e+18,48458841.0,1.55705e+18,2022-08-09T16:56:15.000Z,en,0,1,0,0,everyone,"Hiring — Policy &amp; Communications Lead, Marine Renewables, Ottawa/ Victoria/ Vancouver/ Atlantic Canada... https://t.co/qkJmb4FwGQ cc @RenewablesAssoc @CanadianSIA #renewableenergy https://t.co/93pXdmfvwz",['renewableenergy'],1,0,12,0,0,2,2,0,8456.0,0.000118245,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,hiring policy amp communications lead marine renewables ottawa victoria vancouver atlantic canada cc renewableenergy,0.0,0.0,0.0,0.0,,1,26,89.52,40.06,1,1,13,38.46,34.62,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,3.85,0,0,3.85,0,3.85,3.85,7.69,0,7.69,7.69,0,7.69,0,0,0,0,3.85,3.85,0,0,0,0,3.85,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.08,19.23,7.69,0,0,0,46.15
94,94.0,1.55707e+18,1.51078e+18,1.55707e+18,2022-08-09T18:35:17.000Z,en,2,0,0,0,everyone,every single mornng of every single day https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #twitterquotes #Unsigned #independantartist,"['ClimateChange' 'SaveTheWorld' 'ClimateAction' 'twitterquotes' 'Unsigned'
 'independantartist']",6,0,9,0,0,1,0,0,5510.0,0.000362911,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,every single mornng every single day climatechange savetheworld climateaction twitterquotes unsigned independantartist,0.0,0.0,0.0,0.0,,1,18,95.3,40.06,1.17,1,18,38.89,55.56,38.89,27.78,0,0,0,0,0,0,0,0,22.22,0,16.67,5.56,0,0,0,0,0,11.11,27.78,0,0,0,0,5.56,0,5.56,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,50,5.56,0,0,0,0,44.44
95,95.0,1.55683e+18,5508672.0,1.55683e+18,2022-08-09T02:40:03.000Z,en,1,0,0,0,everyone,"Enjoying just two slices of a certain type of cheese every day may help stave off osteoporosis, a small Norwegian study suggests. Get that and more recent health news here: https://t.co/ddFxVTBgsi",[],0,0,4,0,0,1,0,0,67141.0,1.49e-05,0.802,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enjoying two slice certain type cheese every day may help stave osteoporosis small norwegian study suggests get recent health news,0.0,0.0,0.0,0.0,,1,35,89.52,40.06,4.17,65.27,17.5,17.14,77.14,54.29,37.14,2.86,0,0,0,0,0,0,2.86,17.14,5.71,2.86,8.57,2.86,5.71,2.86,0,5.71,8.57,17.14,2.86,2.86,0,0,8.57,5.71,2.86,5.71,2.86,2.86,0,0,0,0,8.57,8.57,2.86,0,0,0,5.71,5.71,0,5.71,2.86,0,0,0,0,0,2.86,0,0,0,0,0,0,17.14,5.71,2.86,0,0,0,8.57
96,96.0,1.55693e+18,125960893.0,1.55693e+18,2022-08-09T09:12:55.000Z,en,0,0,1,0,everyone,"A Hot Weather Alert has been issued from this morning until Saturday 13th☀️ Stay hydrated, avoid strenuous physical activity during the hottest parts of the day &amp; look out for yourself &amp; others! @RBKC have shared where to find cool spaces around London: https://t.co/MdC1CCJAOt",[],0,2,7,1,0,1,1,1,2291.0,0.0004363,0.6114,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a hot weather alert issued morning saturday stay hydrated avoid strenuous physical activity hottest part day amp look amp others shared find cool space around london,0.0,0.0,0.0,0.0,,1,48,94.18,40.06,94.8,20.23,24,20.83,72.92,58.33,37.5,6.25,2.08,0,0,2.08,0,0,4.17,8.33,6.25,4.17,16.67,6.25,4.17,2.08,0,14.58,10.42,2.08,2.08,2.08,0,0,4.17,2.08,2.08,2.08,0,2.08,0,0,0,0,4.17,2.08,0,0,0,0,0,2.08,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,4.17,0,22.92,2.08,2.08,0,2.08,0,16.67
97,97.0,1.5569e+18,1.43076e+18,1.5569e+18,2022-08-09T07:07:45.000Z,en,0,0,0,0,everyone,"#Viral #kayesviral #leaked #Trending#Trump #loveislandreunion #kayesviralvideo #girls #LEAKED#TheFBI #Hunter #onlyfans#TikToknaked #ViralVideo#kayessonic leaked Videos Gone Viral 🔥!! CLICK HERE TO WATCH NOWhttps://t.co/aAnIGSVBH6 https://t.co/xoIvl2hAOM","['Viral' 'kayesviral' 'leaked' 'Trending' 'Trump' 'loveislandreunion'
 'kayesviralvideo' 'girls' 'LEAKED' 'TheFBI' 'Hunter' 'onlyfans'
 'TikToknaked' 'ViralVideo' 'kayessonic']",15,5,22,2,0,2,0,1,152.0,0.0,-0.7184,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,viral kayesviral leaked trendingtrump loveislandreunion kayesviralvideo girl leakedthefbi hunter onlyfanstiktoknaked viralvideokayessonic leaked videos gone viral click here to watch now,0.0,0.0,0.0,0.0,,1,33,89.52,74.59,1.51,1,16.5,33.33,33.33,18.18,6.06,0,0,0,0,0,0,0,0,0,0,6.06,3.03,0,3.03,0,0,6.06,0,0,0,0,0,0,6.06,0,6.06,6.06,0,6.06,0,0,0,0,6.06,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7,6.06,0,0,6.06,0,57.58
98,98.0,1.55692e+18,392602366.0,1.55692e+18,2022-08-09T08:36:04.000Z,en,0,0,0,0,everyone,"Proactive business leaders are working with climate scientists, governments and international organizations to create a culture of sustainability and reduce their contribution to climate change and avoid lasting ecological damage. #Sustainability #IBM #SAP https://t.co/CLt10CcpmZ",['Sustainability' 'IBM' 'SAP'],3,2,5,0,0,1,0,0,71.0,0.0,-0.128,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,proactive business leader working climate scientist government international organization create culture sustainability reduce contribution climate change avoid lasting ecological damage sustainability ibm sap,0.0,0.0,0.0,0.0,,1,38,89.52,70.59,3.19,2.53,19,44.74,60.53,39.47,26.32,2.63,2.63,0,0,0,0,2.63,0,5.26,2.63,2.63,10.53,2.63,0,7.89,0,7.89,2.63,0,7.89,0,5.26,2.63,2.63,0,2.63,2.63,0,2.63,0,0,0,0,10.53,2.63,2.63,0,0,0,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.63,5.26,21.05,5.26,2.63,0,0,0,13.16
99,99.0,1.55692e+18,142686336.0,1.55692e+18,2022-08-09T08:23:03.000Z,en,0,0,0,0,everyone,LET'S PLAY A GAME:#1 - Find your country#2 - Is it green?#3 - Game OverLet's find and share solutions to help ensure a #sustainable future FOR ALL: https://t.co/oke26iP0zY#COP27 #Egypt #Sustainable #worldhealth#forumoceano https://t.co/ReKG5gFvkB,"['1' '2' '3' 'sustainable' 'COP27' 'Egypt' 'Sustainable' 'worldhealth'
 'forumoceano']",9,6,17,0,1,2,0,0,1170.0,0.0,0.8842,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lets play a game1 find country2 is green3 game overlets find share solution help ensure sustainable future for all egypt sustainable worldhealthforumoceano,0.0,0.0,0.0,0.0,,1,42,81.45,88.15,24.32,20.23,42,21.43,69.05,38.1,23.81,7.14,4.76,0,2.38,2.38,0,0,2.38,9.52,4.76,14.29,4.76,4.76,0,2.38,0,11.9,2.38,2.38,9.52,7.14,2.38,0,9.52,4.76,4.76,4.76,0,4.76,0,0,0,0,11.9,4.76,2.38,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.76,4.76,0,2.38,0,4.76,42.86
100,100.0,1.55705e+18,1.53562e+18,1.55705e+18,2022-08-09T17:07:24.000Z,en,0,0,0,0,everyone,Not just the Dutch: Farmers everywhere fight for survival against climate change activism -- https://t.co/z5asaD4qHK https://t.co/KTTCiU0jZD,[],0,0,10,0,0,2,0,0,92.0,0.0,-0.3818,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not dutch farmers everywhere fight survival climate change activism,0.0,0.0,0.0,0.0,,1,23,89.52,1.4,44.75,1,23,34.78,60.87,34.78,26.09,0,0,0,0,0,0,0,0,4.35,4.35,8.7,8.7,0,8.7,0,4.35,0,0,0,0,0,0,0,13.04,0,13.04,8.7,0,8.7,0,0,0,0,4.35,4.35,0,0,4.35,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.13,8.7,0,0,0,0,30.43
101,101.0,1.55711e+18,2765561.0,1.55711e+18,2022-08-09T21:02:25.000Z,en,0,0,0,0,everyone,Can philanthropy rise to the challenge of combating climate change? https://t.co/qI8FS9YqPC https://t.co/xVmbX8BHtr,[],0,0,11,0,1,2,0,0,836.0,0.0,0.0772,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,can philanthropy rise challenge combating climate change,0.0,0.0,0.0,0.0,,1,20,97.77,40.06,1,1,10,30,70,35,20,0,0,0,0,0,0,0,0,5,5,10,10,5,0,0,0,10,0,0,5,0,5,0,20,5,15,10,0,10,0,0,0,0,5,5,5,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,5,0,0,20
102,102.0,1.55709e+18,258053412.0,1.55709e+18,2022-08-09T19:38:00.000Z,en,1,0,0,0,following,Want to work in a friendly team that’s tackling climate change and making people &amp; places healthier? I’m hiring a Senior Administration Officer in Nottingham:https://t.co/E2oz24UbTA,[],0,1,6,0,1,1,0,0,96.0,0.010309278,0.5423,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,want work friendly team thats tackling climate change making people amp place healthier im hiring senior administration officer nottingham,0.0,0.0,0.0,0.0,,1,30,89.52,89.5,39.59,20.23,15,26.67,76.67,50,26.67,6.67,3.33,3.33,0,0,0,0,3.33,10,6.67,3.33,10,6.67,0,3.33,0,20,6.67,0,16.67,6.67,3.33,6.67,6.67,3.33,3.33,6.67,3.33,3.33,0,0,0,0,16.67,6.67,6.67,0,0,0,0,3.33,0,3.33,0,0,0,0,0,3.33,0,0,0,0,0,0,0,30,3.33,0,3.33,0,6.67,16.67
103,103.0,1.55699e+18,17469492.0,1.55699e+18,2022-08-09T13:04:12.000Z,en,9,1,13,0,everyone,"💧 Water stress can have devastating effects on public health, economic development, and global trade. Climate change is only making the problem worse.Here's what governments are doing about it: https://t.co/MDyeKWdPAw https://t.co/0SDlUD4ZNK",[],0,0,8,0,0,2,0,1,514693.0,4.47e-05,-0.8689,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,water stress devastating effect public health economic development global trade climate change making problem worseheres government,0.0,0.0,0.0,0.0,,1,39,31.07,40.06,1,1,19.5,23.08,64.1,48.72,33.33,5.13,0,0,0,0,0,0,5.13,2.56,2.56,2.56,5.13,15.38,7.69,2.56,0,17.95,10.26,0,0,0,0,0,10.26,0,10.26,7.69,0,7.69,2.56,0,0,0,0,0,0,0,0,0,0,7.69,2.56,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,10.26,5.13,0,0,2.56,12.82
104,104.0,1.55692e+18,1.43596e+18,1.55692e+18,2022-08-09T08:25:10.000Z,en,1,0,1,0,everyone,The USA is back in the fight against #climatechange. The Senate just passed $369bn in support for #cleanenergy - its biggest ever commitment. This could be a key inflection point in the mobilization of the global economy toward clean energy. https://t.co/70evcBDHsT,['climatechange' 'cleanenergy'],2,1,5,0,0,1,0,0,17.0,0.111111111,0.7579,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the usa back fight climatechange the senate passed 369bn support cleanenergy biggest ever commitment this could key inflection point mobilization global economy toward clean energy,0.0,0.0,0.0,0.0,,1,44,98.87,27.64,66.42,20.23,11,22.73,77.27,61.36,45.45,4.55,0,0,0,0,0,0,4.55,18.18,13.64,4.55,15.91,6.82,4.55,0,0,11.36,9.09,2.27,4.55,2.27,2.27,2.27,9.09,4.55,4.55,2.27,0,2.27,0,0,0,0,6.82,6.82,2.27,0,2.27,0,0,9.09,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,9.09,0,0,0,0,13.64
105,105.0,1.55715e+18,8.79809e+17,1.55715e+18,2022-08-09T23:58:15.000Z,en,1,0,2,0,everyone,"So, according to science, the richest 10% of the World produce almost 50% of the entire World's CO2 emissions. This 10% is the NWO group that wants the rest of us to be limited due to ""Climate Change"". What a joke. https://t.co/BbQ5UMl503",[],0,1,8,0,0,1,0,0,2337.0,0.001283148,0.5719,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,so according science richest 10 world produce almost 50 entire worlds co2 emission this 10 nwo group want rest u limited due climate change what joke,0.0,0.0,0.0,2.0,,1,46,95.99,65.68,4.38,53.96,11.5,17.39,76.09,54.35,43.48,8.7,2.17,0,2.17,0,0,0,6.52,17.39,13.04,10.87,13.04,4.35,4.35,2.17,0,6.52,6.52,6.52,4.35,2.17,0,2.17,6.52,4.35,2.17,2.17,0,2.17,0,0,0,0,6.52,2.17,0,0,0,0,0,2.17,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,2.17,30.43,8.7,4.35,0,0,2.17,15.22
106,106.0,1.55705e+18,716152735.0,1.55705e+18,2022-08-09T16:55:23.000Z,en,2,0,2,0,everyone,Climate change: wildfire risk has grown nearly everywhere – but we can still influence where and how fires strike https://t.co/DYGJM4zJYo #cdnpoli #Toronto #Ottawa #bcpoli #abpoli #onpoli #yvr #yyj,['cdnpoli' 'Toronto' 'Ottawa' 'bcpoli' 'abpoli' 'onpoli' 'yvr' 'yyj'],8,0,6,0,0,1,0,0,841.0,0.004750594,-0.3182,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change wildfire risk grown nearly everywhere still influence fire strike cdnpoli toronto ottawa bcpoli abpoli onpoli yvr yyj,0.0,0.0,0.0,0.0,,1,31,11.71,59.25,58.85,1.4,31,22.58,51.61,35.48,32.26,3.23,3.23,0,3.23,0,0,0,0,0,0,3.23,0,6.45,16.13,6.45,0,6.45,0,0,9.68,3.23,0,6.45,3.23,0,3.23,3.23,0,3.23,0,0,0,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,38.71,3.23,0,0,0,0,35.48
107,107.0,1.55688e+18,101156573.0,1.55688e+18,2022-08-09T05:46:22.000Z,en,0,0,0,0,everyone,"The U.S. Senate on Sunday passed a sweeping $430 billion bill intended to fight climate change, lower drug prices and raise some corporate taxes, a major victory for President Joe Biden #energy #renewables https://t.co/tjo2OTlOTC",['energy' 'renewables'],2,1,7,0,0,1,0,0,130.0,0.0,-0.4019,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the us senate sunday passed sweeping 430 billion bill intended fight climate change lower drug price raise corporate tax major victory president joe biden energy renewables,0.0,0.0,0.0,0.0,,1,38,98.73,55.75,33.61,2.53,38,23.68,63.16,39.47,23.68,0,0,0,0,0,0,0,0,13.16,7.89,7.89,7.89,0,0,2.63,0,2.63,7.89,7.89,7.89,0,2.63,7.89,7.89,2.63,5.26,2.63,0,2.63,0,0,0,0,5.26,2.63,0,0,2.63,0,0,10.53,7.89,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,7.89,5.26,0,0,0,13.16
108,108.0,1.55706e+18,15949585.0,1.55706e+18,2022-08-09T17:50:48.000Z,en,0,0,0,0,everyone,"Another wave of extreme heat targets Europe, prompting alerts #climatechange https://t.co/q4ZN89wt4P",['climatechange'],1,0,6,0,0,1,0,0,2434.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,another wave extreme heat target europe prompting alert climatechange,0.0,0.0,0.0,0.0,,1,15,89.52,10.48,19.26,1,15,40,46.67,26.67,13.33,6.67,0,0,0,0,0,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,6.67,6.67,0,0,0,0,13.33,0,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,33.33,6.67,6.67,0,0,0,20
109,109.0,1.55712e+18,1464540770.0,1.55712e+18,2022-08-09T21:36:57.000Z,en,0,0,0,0,everyone,Understanding Underground Fungi May Help Mitigate Climate Change | The Takeaway | WNYC Studios https://t.co/VwAD3AIcf7,[],0,1,19,0,0,1,0,0,1035.0,0.0,0.4019,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,understanding underground fungi may help mitigate climate change the takeaway wnyc studios,0.0,0.0,0.0,0.0,,1,17,89.52,40.06,46.57,20.23,17,41.18,41.18,23.53,11.76,0,0,0,0,0,0,0,0,5.88,5.88,5.88,0,5.88,0,0,0,5.88,5.88,0,5.88,5.88,0,0,11.76,5.88,5.88,5.88,0,5.88,0,0,0,0,5.88,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,5.88,0,0,0,0,23.53
110,110.0,1.55696e+18,21729540.0,1.55696e+18,2022-08-09T11:10:38.000Z,en,0,0,0,0,everyone,"From West Nile to asthma, climate change is aggravating illnesses and hindering our ability to fight them. https://t.co/VMxzLe6IeF",[],0,0,7,0,0,1,0,0,4335.0,0.0,-0.6908,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,from west nile asthma climate change aggravating illness hindering ability fight,0.0,0.0,0.0,1.0,,1,22,81.89,96.39,5.07,1,11,27.27,72.73,40.91,31.82,9.09,9.09,0,4.55,0,0,4.55,0,4.55,0,4.55,13.64,4.55,0,4.55,0,4.55,4.55,0,9.09,4.55,4.55,0,18.18,0,18.18,13.64,0,9.09,0,4.55,0,0,13.64,4.55,0,0,4.55,0,0,4.55,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,22.73,9.09,4.55,0,0,0,9.09
